137	49298	13827
138	49191	13926
139	49116	14033
140	49007	14131
141	48893	14227
142	48784	14324
143	48685	14425
144	48576	14522
145	48473	14622
146	48378	14724
147	48280	14824
148	48173	14922
149	48071	15022
150	47969	15121
151	47867	15221
152	47770	15322
153	47671	15423
154	47568	15522
155	47461	15620
156	47355	15718
157	47250	15816
158	47149	15916
159	47076	16026
160	46969	16123
161	46869	16224
162	46764	16322
163	46665	16422
164	46556	16520
165	46458	16620
166	46365	16723
167	46273	16826
168	46168	16925
169	46069	17025
170	45963	17123
171	45901	17238
172	45835	17351
173	45728	17448
174	45619	17545
175	45516	17645
176	45412	17743
177	45311	17844
178	45211	17944
179	45128	18051
180	45024	18150
181	44916	18247
182	44814	18346
183	44705	18443
184	44601	18542
185	44498	18641
186	44399	18741
187	44164	18785
188	44054	18880
189	43944	18976
190	43844	19076
191	43739	19173
192	43636	19271
193	43539	19372
194	43440	19473
195	43339	19572
196	43240	19672
197	43136	19770
198	43036	19870
199	42935	19970
200	42847	20075
201	42744	20173
202	42641	20272
203	42537	20370
204	42441	20471
205	42338	20570
206	42234	20667
207	42143	20772
208	42044	20872
209	41944	20972
210	41857	21078
211	41758	21179
212	41657	21278
213	41556	21377
214	41457	21477
215	41356	21577
216	41262	21680
217	41172	21785
218	41080	21889
219	40979	21989
220	40894	22097
221	40819	22210
222	40750	22327
223	40662	22434
224	40575	22541
225	40483	22646
226	40395	22754
227	40306	22860
228	40207	22961
229	40125	23072
230	40036	23179
231	39953	23289
232	39883	23407
233	39816	23528
234	39799	23678
235	39713	23787
236	39621	23894
237	39523	23996
238	39448	24112
239	39350	24215
240	39252	24318
241	39150	24418
242	39049	24519
243	38941	24615
244	38835	24713
245	38730	24811
246	38674	24941
247	38600	25060
248	38511	25168
249	38421	25277
250	38326	25382
251	38224	25482
252	38142	25597
253	38079	25723
254	38020	25853
255	37966	25987
256	37948	26146
257	37914	26295
258	37869	26437
259	37793	26557
260	37728	26685
261	37658	26811
262	37586	26935
263	37517	27061
264	37446	27187
265	37363	27304
266	37266	27410
267	37162	27512
268	37055	27612
269	36946	27710
270	36834	27805
271	36720	27899
272	36610	27996
273	36511	28101
274	36407	28203
275	36306	28307
276	36206	28411
277	36102	28512
278	36012	28625
279	35941	28753
280	35847	28863
281	35743	28964
282	35647	29072
283	35548	29178
284	35447	29282
285	35340	29381
286	35231	29479
287	35125	29579
288	35018	29678
289	34927	29791
290	34853	29918
291	34786	30052
292	34696	30166
293	34589	30266
294	34481	30364
295	34381	30469
296	34314	30604
297	34206	30703
298	34122	30823
299	34030	30936
300	33947	31058
301	33847	31164
302	33748	31271
303	33660	31388
304	33566	31500
305	33477	31617
306	33391	31737
307	33304	31856
308	33200	31959
309	33107	32072
310	33012	32184
311	32936	32314
312	32841	32426
313	32744	32537
314	32649	32649
315	32557	32765
316	32464	32879
317	32377	33000
318	32285	33115
319	32196	33234
320	32102	33349
321	32014	33470
322	31922	33586
323	31833	33705
324	31737	33818
325	31673	33966
326	31610	34113
327	31547	34263
328	31448	34374
329	31348	34483
330	31264	34610
331	31160	34716
332	31075	34842
333	31034	35018
334	31015	35221
335	30971	35396
336	30877	35513
337	30778	35627
338	30679	35739
339	30585	35859
340	30492	35978
341	30410	36111
342	30313	36228
343	30209	36336
344	30102	36439
345	29995	36544
346	29890	36650
347	29783	36754
348	29675	36857
349	29570	36962
350	29466	37070
351	29362	37177
352	29269	37300
353	29176	37421
354	29072	37530
355	28965	37633
356	28859	37739
357	28756	37848
358	28652	37956
359	28558	38078
360	28452	38183
361	28346	38289
362	28242	38397
363	28137	38504
364	28029	38606
365	27920	38708
366	27814	38813
367	27705	38914
368	27602	39023
369	27493	39125
370	27386	39229
371	27278	39331
372	27175	39440
373	27073	39553
374	26966	39656
375	26864	39768
376	26759	39874
377	26658	39988
378	26555	40097
379	26446	40199
380	26340	40304
381	26232	40405
382	26124	40508
383	26016	40611
384	25908	40713
385	25802	40818
386	25696	40924
387	25591	41030
388	25485	41136
389	25378	41239
390	25270	41342
391	25164	41447
392	25059	41553
393	24953	41659
394	24844	41759
395	24736	41862
396	24629	41966
397	24527	42076
398	24422	42185
399	24328	42311
400	24227	42424
401	24123	42532
402	24017	42639
403	23912	42745
404	23805	42850
405	23698	42954
406	23594	43063
407	23488	43168
408	23381	43271
409	23276	43379
410	23169	43482
411	23076	43612
412	22972	43721
413	22865	43824
414	22757	43928
415	22661	44052
416	22554	44155
417	22446	44257
418	22338	44359
419	22232	44465
420	22124	44567
421	22022	44679
422	21917	44788
423	21813	44896
424	21707	45003
425	21602	45111
426	21499	45222
427	21395	45332
428	21290	45440
429	21184	45547
430	21077	45649
431	20970	45754
432	20864	45858
433	20757	45962
434	20653	46072
435	20556	46199
436	20450	46306
437	20344	46410
438	20238	46516
439	20132	46622
440	20026	46728
441	19919	46832
442	19813	46937
443	19708	47047
444	19602	47152
445	19505	47279
446	19404	47397
447	19299	47505
448	19194	47615
449	19088	47720
450	18982	47826
451	18876	47932
452	18772	48045
453	18666	48150
454	18559	48254
455	18453	48361
456	18348	48468
457	18243	48578
458	18136	48683
459	18031	48790
460	17924	48894
461	17817	48999
462	17713	49109
463	17607	49216
464	17500	49319
465	17393	49421
466	17286	49527
467	17179	49630
468	17072	49732
469	16965	49835
470	16859	49941
471	16755	50054
472	16649	50161
473	16544	50270
474	16437	50373
475	16331	50478
476	16225	50584
477	16118	50686
478	16011	50790
479	15904	50893
480	15797	50996
481	15690	51100
482	15584	51205
483	15477	51308
484	15371	51413
485	15264	51517
486	15158	51623
487	15052	51729
488	14945	51833
489	14839	51938
490	14735	52050
491	14628	52155
492	14526	52272
493	14422	52386
494	14315	52490
495	14208	52592
496	14103	52701
497	13996	52803
498	13890	52910
499	13784	53016
500	13678	53121
501	13570	53222
502	13464	53326
503	13356	53427
504	13250	53531
505	13143	53634
506	13037	53739
507	12930	53842
508	12824	53947
509	12719	54059
510	12612	54161
511	12506	54264
512	12399	54368
513	12293	54472
514	12187	54576
515	12080	54679
516	11973	54782
517	11866	54884
518	11760	54987
519	11654	55094
520	11548	55200
521	11442	55303
522	11336	55410
523	11230	55514
524	11123	55616
525	11017	55722
526	10910	55826
527	10804	55929
528	10699	56038
529	10592	56140
530	10486	56244
531	10380	56349
532	10273	56452
533	10167	56554
534	10064	56680
535	9959	56789
536	9853	56895
537	9747	57002
538	9642	57110
539	9537	57225
540	9433	57342
541	9327	57450
542	9221	57556
543	9115	57660
544	9009	57767
545	8903	57875
546	8798	57982
547	8693	58098
548	8587	58205
549	8481	58309
550	8374	58412
551	8268	58517
552	8162	58621
553	8056	58727
554	7950	58833
555	7844	58938
556	7737	59041
557	7631	59143
558	7525	59247
559	7418	59350
560	7312	59454
561	7206	59559
562	7100	59667
563	6994	59770
564	6888	59873
565	6781	59976
566	6676	60088
567	6570	60192
568	6464	60295
569	6358	60402
570	6252	60507
571	6146	60614
572	6040	60719
573	5934	60824
574	5827	60924
575	5721	61029
576	5615	61131
577	5508	61230
578	5402	61331
579	5295	61430
580	5189	61530
581	5083	61636
582	4977	61742
583	4871	61845
584	4764	61943
585	4659	62049
586	4552	62149
587	4447	62266
588	4341	62374
589	4235	62475
590	4129	62573
591	4023	62675
592	3917	62778
593	3810	62876
594	3704	62974
595	3598	63081
596	3492	63181
597	3386	63283
598	3280	63383
599	3174	63483
600	3068	63582
601	2961	63681
602	2855	63782
603	2749	63882
604	2643	63983
605	2538	64090
606	2432	64192
607	2326	64291
608	2220	64390
609	2114	64486
610	2008	64581
611	1902	64677
612	1796	64779
613	1690	64875
614	1584	64973
615	1479	65082
616	1373	65188
617	1267	65289
618	1161	65387
619	1056	65490
620	950	65588
621	844	65686
622	739	65784
623	633	65883
624	527	65982
625	422	66091
626	316	66189
627	211	66286
628	105	66386
629	0	66490
