iter	MAE
142	0.05126966937
143	0.05126769906
144	0.0512649741
145	0.05126118661
146	0.05126065739
147	0.05125816843
148	0.05125471996
149	0.05125204882
150	0.0512506954
151	0.05124768546
152	0.05124397276
153	0.05123491279
154	0.05123279672
155	0.05122970504
156	0.0512266714
157	0.05122592015
158	0.05122343442
159	0.05122149447
160	0.05121756605
161	0.05121484524
162	0.05120985688
163	0.05120780454
164	0.0512045784
165	0.05120026416
166	0.05119897208
167	0.05119729415
168	0.05119219021
169	0.05118861822
170	0.05118727216
171	0.05118271326
172	0.05118103812
173	0.05117998889
174	0.05117929964
175	0.05117627559
176	0.05117435995
177	0.0511690922
178	0.0511653392
179	0.05116153788
180	0.05115690612
181	0.05115323888
182	0.05115042697
183	0.05114382367
184	0.051137754
185	0.05113565589
186	0.05113517586
187	0.05113516609
188	0.05113457994
189	0.05113274364
190	0.05112651797
191	0.05112416015
192	0.05112198097
193	0.05112102298
194	0.05111751731
195	0.05111299816
196	0.05111203856
197	0.05110799599
198	0.05110580475
199	0.05110389233
200	0.05109863357
201	0.05109442699
202	0.051088287
203	0.05108466582
204	0.05108187342
205	0.05107917481
206	0.05107783863
207	0.05107736544
208	0.05107447058
209	0.05106732385
210	0.05106566276
211	0.051064067
212	0.05106041508
213	0.05105823906
214	0.05105681506
215	0.05105549563
216	0.05105192015
217	0.05104921855
218	0.05104692791
219	0.05104505186
220	0.05104070296
221	0.05103797119
222	0.05103203354
223	0.05102913379
224	0.05102729455
225	0.05102523008
226	0.05101956953
227	0.05101542133
228	0.05101428181
229	0.05101203088
230	0.05100890462
231	0.05100599935
232	0.05100298898
233	0.05100029327
234	0.05099616412
235	0.05099345739
236	0.05099115649
237	0.05098974884
238	0.05098609309
239	0.05098417954
240	0.05098314502
241	0.05098099258
242	0.05097719581
243	0.05097417862
244	0.05097043166
245	0.05096479613
246	0.05096346401
247	0.0509597603
248	0.05095793281
249	0.05095497786
250	0.05095356835
251	0.05094806053
252	0.0509454797
253	0.05094356637
254	0.05094052253
255	0.05094022027
256	0.05093569055
257	0.05093223753
258	0.05092983236
259	0.05092748214
260	0.05092469487
261	0.05092051346
262	0.05091975862
263	0.05091715332
264	0.05091622109
265	0.05091364216
266	0.05091233108
267	0.05091058463
268	0.05090922151
269	0.0509050213
270	0.05090110948
271	0.05089904962
272	0.05089557398
273	0.05089261632
274	0.05088872594
275	0.05088655833
276	0.05088540038
277	0.05088251018
278	0.05087813649
279	0.05087762745
280	0.05087581951
281	0.05087477324
282	0.05087262423
283	0.05087004883
284	0.05086798528
285	0.05086706489
286	0.05086568043
287	0.05086352668
288	0.05086067602
289	0.05085844971
290	0.05085738632
291	0.05085415942
292	0.05085303073
293	0.05084842399
294	0.05084458469
295	0.05084339285
296	0.05084098266
297	0.05084016917
298	0.0508358708
299	0.05083284302
300	0.05082897346
301	0.0508281164
302	0.0508249615
303	0.05082298227
304	0.05082192726
305	0.05081930033
306	0.05081694911
307	0.05081445148
308	0.05081289
309	0.05080860893
310	0.05080650642
311	0.05080501967
312	0.05080264669
313	0.05080176959
314	0.05079882805
315	0.05079692002
316	0.05079159091
317	0.05078738785
318	0.05078623174
319	0.0507834325
320	0.05077792982
321	0.05077490085
322	0.05077156243
323	0.05076984196
324	0.05076854093
325	0.05076603859
326	0.050765437
327	0.05076353152
328	0.05076134273
329	0.05076007799
330	0.05075857967
331	0.05075567445
332	0.05075522693
333	0.05075424826
334	0.05075271717
335	0.05074981567
336	0.05074654452
337	0.050743956
338	0.05074298277
339	0.05073869841
340	0.05073751326
341	0.05073484276
342	0.05073331525
343	0.05073161781
344	0.05073069918
345	0.05072918961
346	0.05072882504
347	0.05072589394
348	0.05072290463
349	0.05072201241
350	0.05071853014
351	0.05071605163
352	0.05071476089
353	0.0507121246
354	0.05070980342
355	0.05070821508
356	0.05070721917
357	0.05070359407
358	0.05069909826
359	0.05069792607
360	0.05069638999
361	0.05069255188
362	0.05068923504
363	0.05068510016
364	0.05068382093
365	0.0506788283
366	0.05067635679
367	0.05067403838
368	0.05067237193
369	0.05066852356
370	0.05066599966
371	0.05066403153
372	0.05066134438
373	0.05066011816
374	0.05065683076
375	0.05065198485
376	0.0506500896
377	0.05064904559
378	0.05064390291
379	0.05064191596
380	0.05063934114
381	0.05063842047
382	0.05063724378
383	0.05063302013
384	0.05062943957
385	0.0506267684
386	0.0506230351
387	0.05062007517
388	0.05061734619
389	0.05061655712
390	0.05061523311
391	0.05061387572
392	0.05061220943
393	0.05060889866
394	0.05060747087
395	0.05060448779
396	0.05060076274
397	0.05059845515
398	0.0505951926
399	0.05059038995
400	0.05058870821
401	0.05058686823
402	0.05058388321
403	0.05058175522
404	0.05057926183
405	0.05057757931
406	0.0505747432
407	0.05057365428
408	0.05057209103
409	0.05056921908
410	0.05056628094
411	0.05056380942
412	0.0505621816
413	0.05055966301
414	0.05055566311
415	0.05055141411
416	0.05054911031
417	0.05054367588
418	0.05054146662
419	0.05053597028
420	0.05053172882
421	0.05052794864
422	0.05052578147
423	0.05052247644
424	0.05051835089
425	0.05051638898
426	0.05051310051
427	0.05050936566
428	0.05050654843
429	0.05050235672
430	0.05049955547
431	0.05049479947
432	0.05049193562
433	0.05048761056
434	0.05048371735
435	0.05048054654
436	0.05047440881
437	0.05046884587
438	0.05046662671
439	0.05046198577
440	0.05046013303
441	0.05045593156
442	0.0504530108
443	0.05045036697
444	0.0504484981
445	0.05044426139
446	0.05043978836
447	0.0504365379
448	0.05043081222
449	0.05042837253
450	0.05042546576
451	0.0504230154
452	0.05041856774
453	0.05041484937
454	0.05041047406
455	0.05040848475
456	0.05040536273
457	0.05040241379
458	0.05039864839
459	0.05039677758
460	0.05039453276
461	0.05039119073
462	0.0503892593
463	0.05038638675
464	0.05037987324
465	0.05037540193
466	0.05037257107
467	0.05037016285
468	0.05036767328
469	0.05036242495
470	0.05035912488
471	0.05035771129
472	0.05035415654
473	0.05035072551
474	0.05034825045
475	0.05034458164
476	0.05034223871
477	0.05034031345
478	0.05033710751
479	0.05033376972
480	0.05032933965
481	0.05032663365
482	0.05032595702
483	0.05032228725
484	0.0503180286
485	0.05031623503
486	0.05031320026
487	0.05031041938
488	0.05030808024
489	0.05030658023
490	0.05030353528
491	0.05030120876
492	0.0503000672
493	0.05029833364
494	0.05029460949
495	0.0502904356
496	0.05028981045
497	0.05028689033
498	0.05028415331
499	0.05028164914
500	0.05027600598
501	0.05027412408
502	0.05026871581
503	0.05026694516
504	0.05026344509
505	0.0502602891
506	0.05025539509
507	0.05025336291
508	0.05025223204
509	0.05024811963
510	0.05024522495
511	0.05024327465
512	0.05024221181
513	0.05023866283
514	0.05023502159
515	0.05023310565
516	0.05022983842
517	0.05022750091
518	0.05022436267
519	0.05022211527
520	0.05021875002
521	0.05021689536
522	0.05021585328
523	0.05021395945
524	0.05021071009
525	0.05020814715
526	0.0502056131
527	0.05020412707
528	0.05020240455
529	0.05019739103
530	0.05019555053
531	0.05019234481
532	0.05018915428
533	0.05018566624
534	0.05018334224
535	0.05018101632
536	0.05017887496
537	0.0501747657
538	0.05017278061
539	0.05016865358
540	0.05016702454
541	0.05016402064
542	0.05016074012
543	0.05015843761
544	0.05015465701
545	0.05015151001
546	0.05014863739
547	0.05014090785
548	0.05013722668
549	0.05013605722
550	0.05013268867
551	0.05012944664
552	0.05012818868
553	0.05012593246
554	0.05012147573
555	0.05011925372
556	0.05011752769
557	0.05011429579
558	0.05011159118
559	0.05011009185
560	0.0501070127
561	0.0501053003
562	0.05010384059
563	0.05010159073
564	0.05009737054
565	0.05009503902
566	0.05009273181
567	0.05008910954
568	0.05008615109
569	0.05008185795
570	0.05007895846
571	0.05007667665
572	0.05007455463
573	0.05007188039
574	0.05006961113
575	0.05006799421
576	0.05006558271
577	0.05006360569
578	0.05006035368
579	0.05005593561
580	0.05005455472
581	0.05005161058
582	0.05004992935
583	0.05004680418
584	0.05004087353
585	0.05003956877
586	0.05003715923
587	0.05003515156
588	0.05002977657
589	0.05002754821
590	0.05002521846
591	0.0500237788
592	0.05001981973
593	0.05001766758
594	0.05001432614
595	0.05001214546
596	0.05001097545
597	0.05000840965
598	0.05000485074
599	0.05000389863
600	0.05000172472
601	0.05000041393
602	0.04999804409
603	0.04999512108
604	0.04999343014
605	0.04998961378
606	0.04998757184
607	0.04998579305
608	0.04998442977
609	0.04998071854
610	0.04997854453
611	0.04997596206
612	0.04997154652
613	0.0499693407
614	0.04996840754
615	0.04996678166
616	0.04996356316
617	0.04996151764
618	0.04995777818
619	0.04995480111
620	0.04995369415
621	0.04995241181
622	0.04995204377
623	0.04994953508
624	0.04994411838
625	0.04994080517
626	0.04993823414
627	0.04993419991
628	0.04993293388
629	0.04993077862
